plot_id,rep,block,range,column,entry,location,planting_date,trt,byd,ptht,yield,ndvi_032817,ndvi_041317,ndvi_050117,ndvi_050917,ndvi_052117,ndvi_052317,ndvi_053017,ndvi_060517,ndvi_061317,ndvi_phi1,ndvi_phi2,ndvi_phi3,pthtd_032817,pthtd_041317,pthtd_050117,pthtd_050917,pthtd_052117,pthtd_052317,pthtd_053017,pthtd_060517,pthtd_061317,pthtd_phi1,pthtd_phi2,pthtd_phi3
17BYD00170,2,3,13,6,Art,Rocky,9/12/16,Treated,5,1.04,6470,0.88,0.91,0.91,0.91,0.85,0.88,0.77,0.53,0.34,0.910286123,41.14676528,-0.152529346,0.398,0.643,0.745,0.993,0.886,0.778,0.938,1.017,0.999,0.988823572,-12.62134192,0.061362644
17BYD00171,2,3,13,7,KS090529K-18,Rocky,9/12/16,Treated,5,0.98,5960,0.89,0.9,0.89,0.89,0.84,0.85,0.74,0.51,0.36,0.902746438,36.59236658,-0.13557095,0.352,0.565,0.747,0.928,0.89,0.864,0.955,0.96,0.964,0.982873273,-13.59856784,0.065067069
17BYD00172,2,3,13,8,KS090438K-9,Rocky,9/12/16,Treated,5,1.05,7230,0.86,0.92,0.91,0.91,0.88,0.89,0.8,0.64,0.42,0.907101761,41.63399233,-0.152686212,0.386,0.635,0.782,0.955,0.933,0.826,0.966,1.004,1.056,1.017677481,-12.99216971,0.06279268
17BYD00173,2,3,14,8,KS12DH0023-118,Rocky,9/12/16,Treated,5,0.97,7750,0.86,0.91,0.9,0.9,0.87,0.88,0.79,0.65,0.39,0.896858288,44.65941363,-0.164034464,0.381,0.616,0.766,0.956,0.963,0.96,0.985,0.985,0.986,1.023377633,-13.11174278,0.06294072
17BYD00174,2,3,14,7,KS090049K-6,Rocky,9/12/16,Treated,5,0.99,9120,0.88,0.92,0.91,0.91,0.86,0.86,0.77,0.54,0.36,0.912784247,38.83571167,-0.14372291,0.352,0.576,0.734,0.937,0.708,0.682,0.67,0.873,0.873,0.82511842,-17.53817006,0.086232953
17BYD00175,2,3,14,6,KS12DH0090-83,Rocky,9/12/16,Treated,10,0.95,5840,0.81,0.88,0.89,0.9,0.86,0.89,0.82,0.69,0.44,0.876544291,49.95419956,-0.182392926,0.308,0.474,0.691,0.858,0.845,0.854,0.896,0.933,0.96,0.975646267,-12.76574988,0.059495008
17BYD00176,2,3,14,5,KS090616K-1,Rocky,9/12/16,Treated,5,1.01,8690,0.89,0.92,0.91,0.91,0.87,0.88,0.8,0.59,0.29,0.909148761,50.36422707,-0.186717313,0.38,0.584,0.756,0.929,0.852,0.693,0.786,0.902,0.885,0.878977781,-15.53793086,0.07605433
17BYD00177,2,3,15,5,KS090391M-2,Rocky,9/12/16,Treated,5,0.99,7790,0.88,0.91,0.9,0.89,0.87,0.88,0.78,0.6,0.34,0.901117403,45.33583195,-0.16746267,0.363,0.574,0.765,0.929,0.935,0.939,0.956,0.965,0.937,0.994051002,-13.76343858,0.065749818
17BYD00178,2,3,15,6,KS090041K-1,Rocky,9/12/16,Treated,5,0.97,5220,0.89,0.92,0.91,0.9,0.84,0.85,0.74,0.5,0.33,0.91320114,37.85546202,-0.140721765,0.384,0.628,0.867,0.957,0.919,0.824,0.908,0.962,0.94,0.952177257,-16.69598109,0.081348922
17BYD00179,2,3,15,7,HotRod,Rocky,9/12/16,Treated,5,1,7270,0.86,0.91,0.91,0.91,0.88,0.89,0.8,0.68,0.45,0.902859775,41.85911783,-0.152894745,0.349,0.556,0.731,0.895,0.917,0.876,0.887,0.931,0.94,0.96008254,-13.3615031,0.063898203
17BYD00180,2,3,15,8,Everest,Rocky,9/12/16,Treated,5,1.01,5900,0.89,0.92,0.91,0.91,0.85,0.85,0.75,0.54,0.37,0.91560856,35.89234791,-0.132793095,0.39,0.63,0.803,0.934,0.893,0.801,0.912,0.952,0.922,0.936067686,-15.26890028,0.07474712
17BYD00181,2,4,16,8,KS12DH0156-4,Rocky,9/12/16,Untreated,40,0.81,5050,0.87,0.91,0.88,0.87,0.8,0.83,0.69,0.56,0.4,0.893646427,30.09015171,-0.110807112,0.327,0.523,0.658,0.74,0.717,0.72,0.739,0.753,0.783,0.77321579,-13.56233264,0.066398016
17BYD00182,2,4,16,7,KS12DH0023-118,Rocky,9/12/16,Untreated,50,0.92,5030,0.86,0.9,0.87,0.86,0.79,0.83,0.69,0.57,0.41,0.882977054,29.97639142,-0.11011473,0.362,0.597,0.728,0.839,0.817,0.809,0.858,0.867,0.878,0.879170341,-13.55230546,0.066197339
17BYD00183,2,4,16,6,KS12DH0298-57,Rocky,9/12/16,Untreated,70,0.99,2770,0.89,0.92,0.9,0.9,0.83,0.84,0.77,0.69,0.51,0.906501335,29.03925653,-0.105005034,0.358,0.514,0.669,0.817,0.529,0.508,0.709,0.818,0.932,0.819098275,-9.742040732,0.047825577
17BYD00184,2,4,16,5,Everest,Rocky,9/12/16,Untreated,15,0.95,5270,0.88,0.91,0.89,0.87,0.81,0.84,0.7,0.52,0.35,0.897524212,34.13736959,-0.126549643,0.374,0.609,0.722,0.867,0.82,0.787,0.878,0.913,0.913,0.899108849,-13.2183321,0.064814488
17BYD00185,2,4,17,5,KS090387K-9,Rocky,9/12/16,Untreated,35,0.98,4790,0.87,0.91,0.89,0.88,0.83,0.86,0.75,0.66,0.42,0.889584462,37.29139998,-0.136455977,0.374,0.589,0.758,0.895,0.818,0.82,0.891,0.908,0.93,0.921636811,-13.61388222,0.066091512
17BYD00186,2,4,17,6,KS090438K-9,Rocky,9/12/16,Untreated,60,0.96,3400,0.87,0.91,0.89,0.87,0.8,0.83,0.7,0.57,0.45,0.898663587,27.06394008,-0.099078377,0.39,0.617,0.756,0.856,0.776,0.733,0.732,0.805,0.932,0.830846428,-15.65905134,0.077803219
17BYD00187,2,4,17,7,KS090049K-8,Rocky,9/12/16,Untreated,65,0.92,5440,0.87,0.91,0.89,0.87,0.81,0.85,0.74,0.63,0.42,0.889172353,33.98798805,-0.124445223,0.353,0.585,0.703,0.841,0.739,0.738,0.779,0.894,0.897,0.854830136,-13.07431767,0.064227075
17BYD00188,2,4,17,8,KS090529K-1,Rocky,9/12/16,Untreated,35,0.89,4270,0.84,0.89,0.86,0.87,0.8,0.82,0.67,0.54,0.4,0.876455501,30.5839278,-0.112638122,0.349,0.571,0.684,0.828,0.744,0.734,0.79,0.828,0.888,0.833377763,-14.01205943,0.06880677
17BYD00189,2,4,18,8,KS12DH0229-51,Rocky,9/12/16,Untreated,30,0.9,4050,0.86,0.91,0.9,0.88,0.81,0.82,0.66,0.49,0.38,0.902239739,30.05709046,-0.111479512,0.345,0.564,0.723,0.781,0.682,0.67,0.77,0.859,0.853,0.806384305,-13.54615837,0.066669038
17BYD00190,2,4,18,7,Art,Rocky,9/12/16,Untreated,80,0.89,3280,0.84,0.88,0.86,0.83,0.74,0.79,0.65,0.52,0.42,0.869339252,25.11063588,-0.092260007,0.356,0.596,0.721,0.8,0.71,0.681,0.677,0.825,0.849,0.778108451,-16.50531429,0.082038035
17BYD00191,2,4,18,6,KS12DH0214-65,Rocky,9/12/16,Untreated,20,0.89,4890,0.9,0.92,0.89,0.87,0.78,0.8,0.65,0.47,0.41,0.918846901,24.93625256,-0.092478133,0.414,0.638,0.746,0.801,0.782,0.771,0.826,0.876,0.906,0.857465436,-13.52864178,0.067827115
17BYD00192,2,4,18,5,KS090391K-2,Rocky,9/12/16,Untreated,60,0.85,4810,0.89,0.92,0.87,0.86,0.79,0.82,0.7,0.59,0.4,0.895606932,29.09345269,-0.106928628,0.354,0.516,0.661,0.777,0.764,0.764,0.784,0.772,0.797,0.813670023,-12.77572751,0.062297879
17BYD00193,2,4,19,5,KS090028K-25,Rocky,9/12/16,Untreated,35,0.94,3770,0.87,0.9,0.89,0.87,0.8,0.84,0.68,0.49,0.39,0.897250147,30.55032817,-0.113093765,0.378,0.578,0.685,0.893,0.821,0.797,0.845,0.956,0.953,0.956270348,-11.1471929,0.05381061
17BYD00194,2,4,19,6,LCSPistol,Rocky,9/12/16,Untreated,35,0.96,4750,0.87,0.9,0.88,0.87,0.8,0.84,0.71,0.56,0.39,0.888617591,32.55621511,-0.119935924,0.415,0.622,0.713,0.888,0.819,0.829,0.873,0.9,0.946,0.932283182,-11.14525075,0.054857393
17BYD00195,2,4,19,7,Everest,Rocky,9/12/16,Untreated,15,0.94,3920,0.86,0.89,0.87,0.86,0.78,0.83,0.66,0.48,0.37,0.884131864,30.88973536,-0.114537866,0.371,0.595,0.64,0.834,0.779,0.737,0.752,0.878,0.864,0.845495448,-12.87804421,0.063736498
17BYD00196,2,4,19,8,KS090028K-4,Rocky,9/12/16,Untreated,40,1.07,4280,0.87,0.91,0.89,0.89,0.82,0.84,0.71,0.53,0.41,0.902032215,30.96140152,-0.114152316,0.362,0.538,0.704,0.901,0.78,0.766,0.804,0.932,0.94,0.91803585,-12.09824115,0.05826239
17BYD00197,2,4,20,8,KS090373K-2,Rocky,9/12/16,Untreated,15,0.98,4970,0.86,0.89,0.86,0.86,0.77,0.81,0.63,0.4,0.38,0.88738188,28.7831815,-0.107256667,0.368,0.616,0.712,0.869,0.774,0.81,0.772,0.94,0.964,0.900592114,-12.9263647,0.063428493
17BYD00198,2,4,20,7,KS090501K-12,Rocky,9/12/16,Untreated,25,0.96,4550,0.84,0.88,0.86,0.85,0.74,0.8,0.61,0.39,0.36,0.87578724,28.97450659,-0.108190931,0.327,0.533,0.714,0.828,0.817,0.786,0.799,0.873,0.886,0.868163975,-14.65366536,0.070737851
17BYD00199,2,4,20,6,KS12DH0296-47,Rocky,9/12/16,Untreated,15,1.01,4420,0.89,0.9,0.88,0.85,0.76,0.79,0.61,0.39,0.35,0.902807072,27.98799305,-0.104836322,0.406,0.655,0.726,0.898,0.792,0.768,0.825,0.948,0.933,0.896332451,-13.48049494,0.067128681
17BYD00200,2,4,20,5,KS12DH0296-156,Rocky,9/12/16,Untreated,10,0.86,5890,0.88,0.89,0.86,0.83,0.74,0.77,0.62,0.42,0.33,0.885131234,28.03354984,-0.104801073,0.353,0.569,0.684,0.778,0.755,0.75,0.786,0.81,0.779,0.800036092,-14.55340214,0.0719437
17BYD00201,2,4,21,5,KS090410M-3,Rocky,9/12/16,Untreated,35,1,3830,0.81,0.87,0.86,0.85,0.77,0.79,0.64,0.46,0.36,0.860028825,31.06033653,-0.115243345,0.318,0.537,0.679,0.754,0.727,0.642,0.677,0.851,0.897,0.79475021,-12.80373879,0.062565805
17BYD00202,2,4,21,6,KS090529K-18,Rocky,9/12/16,Untreated,25,0.9,4580,0.85,0.87,0.85,0.84,0.74,0.78,0.61,0.38,0.35,0.871442815,28.94891665,-0.108215737,0.355,0.551,0.743,0.834,0.768,0.788,0.865,0.881,0.889,0.879974876,-14.02524143,0.068100033
17BYD00203,2,4,21,7,Art,Rocky,9/12/16,Untreated,55,0.98,3910,0.86,0.89,0.87,0.85,0.74,0.79,0.62,0.42,0.37,0.88740484,27.04661548,-0.100801092,0.357,0.601,0.752,0.874,0.763,0.762,0.74,0.913,0.917,0.854645052,-15.09088308,0.074045438
17BYD00204,2,4,21,8,KS12DH0214-95,Rocky,9/12/16,Untreated,30,0.91,5580,0.87,0.9,0.86,0.87,0.78,0.82,0.67,0.51,0.37,0.887190854,30.46212976,-0.112767748,0.334,0.53,0.691,0.835,0.826,0.816,0.853,0.878,0.865,0.891326587,-12.99758456,0.062510672
17BYD00205,2,4,22,8,KS12DH0230-30,Rocky,9/12/16,Untreated,30,1.02,5050,0.88,0.9,0.88,0.86,0.78,0.8,0.62,0.43,0.41,0.904562607,25.57988856,-0.095068274,0.376,0.629,0.781,0.832,0.8,0.76,0.798,0.888,0.919,0.853032312,-15.85093154,0.078374643
17BYD00206,2,4,22,7,SY-WOLF,Rocky,9/12/16,Untreated,15,0.99,4040,0.87,0.89,0.87,0.85,0.77,0.83,0.69,0.56,0.38,0.87866283,31.25804655,-0.115172518,0.364,0.597,0.734,0.873,0.806,0.811,0.83,0.915,0.898,0.889388047,-13.99844734,0.068407185
17BYD00207,2,4,22,6,HotRod,Rocky,9/12/16,Untreated,10,0.92,5290,0.82,0.88,0.86,0.85,0.77,0.82,0.67,0.48,0.35,0.862872576,33.60345747,-0.124576166,0.351,0.56,0.691,0.862,0.8,0.853,0.844,0.901,0.894,0.915425915,-12.21852256,0.058742769
17BYD00208,2,4,22,5,KS090438M-2,Rocky,9/12/16,Untreated,10,0.95,4090,0.84,0.89,0.86,0.84,0.77,0.79,0.63,0.44,0.41,0.878632235,26.27617608,-0.097317619,0.372,0.633,0.737,0.832,0.767,0.746,0.725,0.895,0.911,0.835750324,-15.46404609,0.076733201
17BYD00209,2,4,23,5,WB-CEDAR,Rocky,9/12/16,Untreated,5,0.92,3950,0.87,0.9,0.87,0.85,0.77,0.8,0.65,0.5,0.4,0.891054497,26.38283511,-0.097500101,0.4,0.622,0.757,0.855,0.766,0.873,0.785,0.881,0.858,0.862463877,-15.00046942,0.074717671
17BYD00210,2,4,23,6,Everest,Rocky,9/12/16,Untreated,5,0.97,4940,0.87,0.9,0.88,0.87,0.81,0.84,0.72,0.56,0.35,0.885630389,36.74961902,-0.135817059,0.386,0.621,0.75,0.86,0.766,0.737,0.813,0.916,0.892,0.863809072,-14.63987154,0.072511955
17BYD00211,2,4,23,7,T158,Rocky,9/12/16,Untreated,20,1.01,4400,0.86,0.89,0.87,0.86,0.78,0.82,0.68,0.52,0.37,0.880477161,31.39815418,-0.11608626,0.389,0.594,0.741,0.854,0.815,0.792,0.791,0.916,0.902,0.889288407,-13.04255454,0.064087833
17BYD00212,2,4,23,8,KS090024K-7,Rocky,9/12/16,Untreated,10,0.94,5000,0.85,0.89,0.86,0.86,0.8,0.84,0.73,0.64,0.43,0.868267061,34.77868707,-0.126982691,0.363,0.561,0.718,0.835,0.734,0.761,0.752,0.854,0.863,0.838511115,-13.15514573,0.064674611
17BYD00213,2,4,24,8,KS090485K-11,Rocky,9/12/16,Untreated,20,0.96,3410,0.83,0.87,0.86,0.85,0.74,0.76,0.62,0.41,0.4,0.871898501,25.7084475,-0.095492441,0.387,0.635,0.69,0.765,0.746,0.697,0.75,0.846,0.843,0.810774864,-13.33545284,0.067011775
17BYD00214,2,4,24,7,KS12DH0296-48,Rocky,9/12/16,Untreated,10,0.97,5210,0.84,0.88,0.86,0.85,0.74,0.8,0.62,0.39,0.32,0.871940348,31.90026506,-0.119398738,0.346,0.565,0.723,0.803,0.78,0.769,0.815,0.844,0.815,0.832471825,-16.05553331,0.07862773
17BYD00215,2,4,24,6,Art,Rocky,9/12/16,Untreated,55,0.92,4050,0.83,0.86,0.85,0.82,0.74,0.8,0.63,0.46,0.37,0.855515745,29.02776866,-0.107558487,0.357,0.588,0.722,0.851,0.734,0.76,0.712,0.894,0.898,0.833909669,-14.55561051,0.071603481
17BYD00216,2,4,24,5,KS12DH0013-37,Rocky,9/12/16,Untreated,25,0.97,4350,0.83,0.9,0.88,0.85,0.78,0.82,0.68,0.57,0.4,0.873952828,30.33583661,-0.111484509,0.37,0.599,0.758,0.873,0.785,0.802,0.782,0.892,0.883,0.86665621,-14.98653818,0.073548285
17BYD00217,2,4,25,5,KS12DH0090-36,Rocky,9/12/16,Untreated,45,0.88,3890,0.83,0.87,0.85,0.85,0.79,0.83,0.69,0.57,0.42,0.859449516,31.80523185,-0.116517597,0.361,0.577,0.69,0.832,0.758,0.773,0.75,0.852,0.871,0.840672847,-13.40199006,0.065815149
17BYD00218,2,4,25,6,Everest,Rocky,9/12/16,Untreated,10,0.95,4640,0.87,0.89,0.87,0.85,0.79,0.82,0.66,0.46,0.34,0.884151181,32.68152826,-0.121610703,0.387,0.618,0.664,0.837,0.74,0.78,0.849,0.933,0.908,0.901985868,-10.9301182,0.054056781
17BYD00219,2,4,25,7,WB4458,Rocky,9/12/16,Untreated,20,1,4540,0.8,0.85,0.85,0.85,0.75,0.8,0.65,0.5,0.41,0.848494113,28.83738216,-0.106080741,0.301,0.527,0.642,0.814,0.726,0.713,0.71,0.78,0.84,0.785293276,-15.46519614,0.075243022
17BYD00220,2,4,25,8,KS090391M-2,Rocky,9/12/16,Untreated,20,0.93,5320,0.86,0.89,0.86,0.85,0.77,0.81,0.66,0.52,0.4,0.879880511,27.83457309,-0.102624918,0.335,0.542,0.682,0.811,0.778,0.776,0.815,0.864,0.861,0.86250592,-13.22614955,0.063983604
17BYD00221,2,4,26,8,KS090710K-1,Rocky,9/12/16,Untreated,15,0.92,4920,0.84,0.88,0.86,0.87,0.77,0.81,0.65,0.48,0.4,0.876825188,28.48052457,-0.105278132,0.353,0.572,0.669,0.744,0.714,0.698,0.674,0.819,0.871,0.788328133,-13.23039879,0.065727865
17BYD00222,2,4,26,7,Art,Rocky,9/12/16,Untreated,60,0.97,3890,0.83,0.86,0.84,0.83,0.71,0.77,0.62,0.45,0.38,0.857118375,26.02260653,-0.096431499,0.351,0.612,0.687,0.836,0.747,0.751,0.596,0.881,0.881,0.799655527,-16.6752244,0.082600246
17BYD00223,2,4,26,6,KS090049K-6,Rocky,9/12/16,Untreated,20,0.95,5400,0.86,0.89,0.87,0.85,0.78,0.83,0.7,0.56,0.4,0.876864716,31.02908004,-0.114080212,0.374,0.593,0.701,0.874,0.742,0.751,0.772,0.91,0.892,0.860427884,-13.33098607,0.06565315
17BYD00224,2,4,26,5,KS090391K-10,Rocky,9/12/16,Untreated,50,0.91,3630,0.88,0.89,0.86,0.85,0.75,0.79,0.64,0.5,0.39,0.889264193,25.59676305,-0.094687369,0.404,0.655,0.729,0.847,0.761,0.753,0.75,0.882,0.882,0.827930878,-15.64605169,0.078457195
17BYD00225,2,4,27,5,KS12DH0296-159,Rocky,9/12/16,Untreated,20,0.85,4100,0.85,0.89,0.86,0.86,0.79,0.83,0.69,0.54,0.4,0.875880619,31.18457656,-0.114794641,0.382,0.591,0.667,0.795,0.723,0.762,0.772,0.838,0.836,0.819440311,-12.85291031,0.064136183
17BYD00226,2,4,27,6,KS090028K-26,Rocky,9/12/16,Untreated,10,0.93,5020,0.82,0.87,0.86,0.86,0.8,0.85,0.7,0.56,0.37,0.860421213,37.35865521,-0.137645364,0.347,0.517,0.632,0.872,0.757,0.763,0.811,0.919,0.888,0.91134439,-11.01109158,0.052641507
17BYD00227,2,4,27,7,KS090633K-11,Rocky,9/12/16,Untreated,25,0.97,3940,0.86,0.88,0.86,0.85,0.77,0.83,0.64,0.5,0.38,0.877630254,29.5147755,-0.109200372,0.359,0.596,0.735,0.939,0.826,0.804,0.739,0.976,0.968,0.912310463,-14.34834202,0.069630216
17BYD00228,2,4,27,8,KS090049K-14,Rocky,9/12/16,Untreated,10,0.96,5460,0.84,0.89,0.86,0.85,0.78,0.83,0.69,0.53,0.39,0.8705085,31.79181293,-0.117148944,0.365,0.575,0.755,0.913,0.827,0.825,0.809,0.933,0.933,0.912293923,-13.8622252,0.067356616
17BYD00229,2,4,28,8,Everest,Rocky,9/12/16,Untreated,5,0.94,5130,0.87,0.9,0.89,0.88,0.8,0.82,0.67,0.42,0.34,0.899114739,33.12935423,-0.123668347,0.38,0.618,0.798,0.866,0.805,0.726,0.862,0.91,0.883,0.873638289,-15.83901113,0.078092894
17BYD00230,2,4,28,7,KS090041K-1,Rocky,9/12/16,Untreated,5,0.97,4060,0.89,0.91,0.88,0.85,0.76,0.81,0.64,0.43,0.35,0.902025683,28.7137593,-0.107168853,0.386,0.639,0.78,0.865,0.895,0.786,0.923,0.974,0.963,0.948811252,-12.60648174,0.061794121
17BYD00231,2,4,28,6,KS12DH0229-99,Rocky,9/12/16,Untreated,35,0.92,5150,0.83,0.88,0.87,0.85,0.77,0.81,0.66,0.53,0.41,0.869845983,28.40342024,-0.104481522,0.329,0.532,0.606,0.726,0.68,0.676,0.665,0.742,0.813,0.74588495,-13.25512441,0.065565826
17BYD00232,2,4,28,5,KS090616K-4,Rocky,9/12/16,Untreated,35,0.98,5350,0.84,0.88,0.87,0.88,0.83,0.86,0.74,0.63,0.39,0.8716782,40.9263483,-0.150201838,0.357,0.562,0.652,0.88,0.758,0.715,0.747,0.949,0.919,0.896252581,-10.88400706,0.052741071
17BYD00233,2,4,29,5,KS090028K-19,Rocky,9/12/16,Untreated,15,0.93,4660,0.84,0.89,0.88,0.88,0.83,0.86,0.75,0.67,0.45,0.875396515,37.78886435,-0.137724782,0.344,0.527,0.633,0.872,0.799,0.817,0.833,0.895,0.891,0.917714731,-11.74012376,0.056117292
17BYD00234,2,4,29,6,KS090373K-7,Rocky,9/12/16,Untreated,5,0.98,5450,0.86,0.9,0.89,0.88,0.82,0.85,0.71,0.56,0.39,0.891685562,33.81320511,-0.124624425,0.355,0.616,0.717,0.88,0.773,0.805,0.792,0.949,0.954,0.896450872,-13.73633686,0.067336532
17BYD00235,2,4,29,7,Art,Rocky,9/12/16,Untreated,70,0.93,3060,0.87,0.89,0.84,0.81,0.72,0.76,0.61,0.47,0.39,0.881925587,22.6554705,-0.083943473,0.385,0.637,0.711,0.832,0.753,0.703,0.702,0.845,0.829,0.790064884,-17.57119101,0.088211094
17BYD00236,2,4,29,8,KS090036K-10,Rocky,9/12/16,Untreated,25,0.9,2980,0.87,0.88,0.85,0.84,0.75,0.78,0.64,0.43,0.39,0.881444692,26.153449,-0.097101871,0.392,0.653,0.655,0.778,0.764,0.661,0.691,0.835,0.855,0.778060421,-16.83961034,0.085216482
17BYD00237,2,4,30,8,KS12DH0090-83,Rocky,9/12/16,Untreated,50,0.87,4530,0.82,0.87,0.85,0.86,0.79,0.84,0.72,0.62,0.46,0.855775593,32.71305711,-0.119002845,0.326,0.484,0.621,0.787,0.75,0.745,0.734,0.779,0.853,0.825082516,-12.52847283,0.06032596
17BYD00238,2,4,30,7,KS12DH0296-43,Rocky,9/12/16,Untreated,0,0.83,3810,0.88,0.89,0.85,0.82,0.78,0.82,0.67,0.53,0.43,0.880244499,26.20842101,-0.096190012,0.356,0.574,0.573,0.768,0.791,0.756,0.757,0.783,0.781,0.79911633,-12.11526254,0.06029638
17BYD00239,2,4,30,6,KS090616K-1,Rocky,9/12/16,Untreated,30,0.95,4950,0.88,0.9,0.88,0.88,0.83,0.85,0.73,0.57,0.37,0.892244963,36.60425844,-0.135054333,0.359,0.567,0.681,0.858,0.754,0.687,0.724,0.857,0.863,0.81694447,-14.7324616,0.072588077
17BYD00240,2,4,30,5,KS090633K-7,Rocky,9/12/16,Untreated,15,0.99,4420,0.85,0.89,0.87,0.87,0.85,0.84,0.77,0.67,0.47,0.874256665,37.46510316,-0.136238398,0.403,0.607,0.724,0.893,0.782,0.764,0.735,0.873,0.924,0.860099922,-13.83873337,0.068697689
17BYD00241,3,5,1,9,KS090633K-11,Rocky,9/12/16,Untreated,20,1.06,3650,0.82,0.85,0.82,0.83,0.77,0.83,0.65,0.52,0.42,0.844397808,29.94875513,-0.109882308,0.309,0.501,0.703,0.892,0.719,0.755,0.787,0.964,0.972,0.921171126,-12.91672169,0.061160826
17BYD00242,3,5,1,10,Everest,Rocky,9/12/16,Untreated,10,0.98,5090,0.88,0.89,0.87,0.86,0.81,0.84,0.7,0.51,0.36,0.886552737,34.32117568,-0.127086037,0.339,0.561,0.752,0.89,0.848,0.776,0.853,0.919,0.898,0.90349326,-15.39846481,0.074351526
17BYD00243,3,5,1,11,KS12DH0090-83,Rocky,9/12/16,Untreated,30,0.9,4030,0.8,0.85,0.84,0.84,0.79,0.84,0.72,0.62,0.47,0.839519595,34.13091722,-0.1238926,0.285,0.428,0.612,0.756,0.729,0.732,0.731,0.768,0.846,0.823191652,-13.10274864,0.061716446
17BYD00244,3,5,1,12,KS090028K-19,Rocky,9/12/16,Untreated,20,0.92,NA,0.85,0.88,0.86,0.86,0.82,0.86,0.73,0.63,0.43,0.86918879,36.44619213,-0.133200336,0.337,0.515,0.669,0.871,0.818,0.813,0.87,0.892,0.914,0.929499605,-12.23518005,0.058270875
17BYD00245,3,5,2,12,KS090024K-7,Rocky,9/12/16,Untreated,20,0.89,4480,0.84,0.85,0.83,0.83,0.76,0.82,0.67,0.54,0.43,0.850311791,28.67983906,-0.104971822,0.338,0.52,0.643,0.831,0.704,0.736,0.748,0.853,0.871,0.850695007,-11.79479994,0.056921727
17BYD00246,3,5,2,11,KS090049K-8,Rocky,9/12/16,Untreated,50,0.91,5140,0.85,0.88,0.86,0.85,0.78,0.83,0.68,0.51,0.4,0.87315054,30.3995492,-0.11206481,0.353,0.571,0.712,0.863,0.767,0.806,0.77,0.92,0.903,0.882625812,-13.48333838,0.065458032
17BYD00247,3,5,2,10,Art,Rocky,9/12/16,Untreated,65,0.92,3590,0.83,0.86,0.85,0.83,0.74,0.79,0.62,0.45,0.38,0.85931933,27.77257437,-0.102942229,0.343,0.565,0.671,0.809,0.694,0.697,0.697,0.895,0.913,0.84183787,-11.70841359,0.057172572
17BYD00248,3,5,2,9,KS090438K-9,Rocky,9/12/16,Untreated,30,0.95,3690,0.83,0.85,0.84,0.83,0.76,0.8,0.64,0.48,0.42,0.854362596,27.21566649,-0.100166317,0.358,0.597,0.701,0.804,0.735,0.734,0.75,0.803,0.89,0.817554796,-14.44713579,0.071180558
17BYD00249,3,5,3,9,KS12DH0298-57,Rocky,9/12/16,Untreated,35,1,3210,0.85,0.87,0.85,0.87,0.82,0.87,0.74,0.69,0.47,0.863317855,38.50745747,-0.139874742,0.326,0.475,0.627,0.745,0.823,0.878,0.792,0.964,0.943,1.021552135,-10.02634044,0.046120609
17BYD00250,3,5,3,10,KS090373K-7,Rocky,9/12/16,Untreated,5,0.95,4400,0.84,0.88,0.87,0.87,0.8,0.85,0.68,0.5,0.37,0.877051735,34.11538848,-0.126251785,0.347,0.569,0.75,0.874,0.778,0.845,0.803,0.971,0.964,0.92540835,-13.74757567,0.066292416
17BYD00251,3,5,3,11,KS090036K-10,Rocky,9/12/16,Untreated,15,0.93,3930,0.81,0.84,0.85,0.84,0.74,0.8,0.63,0.4,0.39,0.85110858,29.16793972,-0.108247283,0.341,0.593,0.719,0.795,0.766,0.715,0.747,0.929,0.947,0.868893888,-12.32591736,0.060332919
17BYD00252,3,5,3,12,KS090387K-9,Rocky,9/12/16,Untreated,15,0.93,4220,0.83,0.86,0.85,0.85,0.77,0.82,0.66,0.48,0.39,0.860812299,30.73229326,-0.113523518,0.361,0.537,0.721,0.871,0.796,0.807,0.859,0.93,0.939,0.933570074,-12.06573553,0.057903222
17BYD00253,3,5,4,12,KS12DH0296-43,Rocky,9/12/16,Untreated,5,0.84,4600,0.85,0.87,0.86,0.85,0.77,0.83,0.65,0.42,0.38,0.874781256,30.58302334,-0.113625709,0.321,0.513,0.634,0.771,0.741,0.808,0.818,0.843,0.833,0.860938594,-12.12497817,0.058169158
17BYD00254,3,5,4,11,Everest,Rocky,9/12/16,Untreated,5,0.98,5090,0.87,0.89,0.86,0.85,0.77,0.83,0.65,0.42,0.36,0.885004728,30.90554682,-0.115109733,0.348,0.578,0.735,0.82,0.769,0.817,0.792,0.914,0.891,0.876126694,-14.01339791,0.068284469
17BYD00255,3,5,4,10,KS090616K-1,Rocky,9/12/16,Untreated,20,1.01,4580,0.87,0.9,0.88,0.88,0.82,0.85,0.71,0.53,0.36,0.892079231,35.53759545,-0.131503391,0.358,0.553,0.699,0.838,0.716,0.703,0.719,0.917,0.903,0.852560854,-12.7409449,0.062205218
17BYD00256,3,5,4,9,KS12DH0296-47,Rocky,9/12/16,Untreated,10,0.95,4440,0.86,0.87,0.86,0.84,0.75,0.8,0.63,0.43,0.38,0.876531369,27.75641709,-0.103138563,0.379,0.634,0.76,0.833,0.778,0.796,0.88,0.96,0.964,0.926819851,-12.02425272,0.059205053
